level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,indice,Cambio,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1
296,0,2350976426,7,764266,Absent,57,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,11.0,21,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,59,0.86875,7.0,296,0,0.0,41,0.2765957446808511,52,0.7234042553191489,0.484375,25.0,0.95625,0.640625,0.775
343,0,2533524345,4,243453,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,80,0.8,0.0,343,0,19.0,64,0.375,64,0.625,0.5,21.0,0.93125,0.421875,
348,0,2533524345,9,243453,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,195,0.8,0.0,348,0,19.0,64,0.421875,64,0.578125,0.5,19.0,0.91875,0.53125,0.578125
353,0,2533524345,4,253358,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,80,0.8,0.0,353,0,19.0,32,1.0,64,0.625,0.5,21.0,0.93125,1.0,
358,0,2533524345,9,253358,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,195,0.8,0.0,358,0,19.0,32,1.0,64,0.578125,0.5,19.0,0.91875,0.23809523809523808,0.578125
360,0,2617132788,1,261711,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26.0,6,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,26,0.9625,,360,0,30.0,32,,36,,0.46875,,,1.0,
361,0,2617132788,2,261711,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0,2,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,56,0.9875,6.0,361,0,16.0,32,1.0,34,0.9230769230769231,0.5,26.0,0.9625,1.0,
362,0,2617132788,3,261711,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,72,0.9,2.0,362,0,21.0,32,1.0,48,0.9411764705882353,0.5,30.0,0.9875,1.0,0.9230769230769231
366,0,2617132788,7,261711,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0,2,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,183,0.9875,2.0,366,0,19.0,32,1.0,35,0.8846153846153846,0.515625,21.0,0.93125,1.0,0.7555555555555555
367,0,2617132788,8,261711,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0,13,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,202,0.91875,2.0,367,0,24.0,32,1.0,51,0.9428571428571428,0.59375,30.0,0.9875,1.0,0.8846153846153846
370,0,2617132788,1,327885,Absent,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26.0,6,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,26,0.9625,,370,0,30.0,10,,36,,0.46875,,,0.07692307692307693,
371,0,2617132788,2,327885,Absent,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30.0,2,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,56,0.9875,6.0,371,0,16.0,4,0.07692307692307693,34,0.9230769230769231,0.5,26.0,0.9625,0.058823529411764705,
372,0,2617132788,3,327885,Absent,42,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,72,0.9,2.0,372,0,21.0,32,0.058823529411764705,48,0.9411764705882353,0.5,30.0,0.9875,0.24444444444444444,0.9230769230769231
376,0,2617132788,7,327885,Absent,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,183,0.9875,2.0,376,0,19.0,5,0.11538461538461539,35,0.8846153846153846,0.515625,21.0,0.93125,0.05714285714285714,0.7555555555555555
377,0,2617132788,8,327885,Absent,57,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,19.0,13,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,202,0.91875,2.0,377,0,24.0,32,0.05714285714285714,51,0.9428571428571428,0.59375,30.0,0.9875,0.34285714285714286,0.8846153846153846
380,0,2689719708,1,19708,Absent,17,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.0,5,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,27,0.96875,,380,0,14.0,12,,39,,0.53125,,,0.1951219512195122,
386,0,2689719708,7,19708,Absent,18,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,24.0,8,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,166,0.95,1.0,386,0,29.0,17,0.24,41,0.76,0.515625,13.0,0.88125,0.1111111111111111,0.5357142857142857
390,0,2689719708,1,268973,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27.0,5,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,27,0.96875,,390,0,14.0,32,,39,,0.53125,,,1.0,
396,0,2689719708,7,268973,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.0,8,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,166,0.95,1.0,396,0,29.0,32,1.0,41,0.76,0.515625,13.0,0.88125,1.0,0.5357142857142857
406,0,2700836737,7,270089,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21.0,11,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,86,0.93125,7.0,406,0,0.0,32,1.0,49,0.8108108108108107,0.59375,25.0,0.95625,1.0,
416,0,2700836737,7,367376,Absent,42,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,21.0,11,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,86,0.93125,7.0,416,0,0.0,28,0.1891891891891892,49,0.8108108108108107,0.59375,25.0,0.95625,0.4375,
420,0,2737981281,1,273798,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27.0,5,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,27,0.96875,,420,0,15.0,32,,43,,0.59375,,,1.0,
421,0,2737981281,2,273798,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15.0,17,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,42,0.89375,5.0,421,0,22.0,32,1.0,54,0.75,0.578125,27.0,0.96875,1.0,
422,0,2737981281,3,273798,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22.0,10,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,64,0.9375,17.0,422,0,28.0,32,1.0,37,0.8260869565217391,0.421875,15.0,0.89375,1.0,0.75
423,0,2737981281,4,273798,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.0,4,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,92,0.975,10.0,423,0,21.0,32,1.0,38,0.9583333333333334,0.53125,22.0,0.9375,1.0,0.8260869565217391
424,0,2737981281,5,273798,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21.0,11,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,113,0.93125,4.0,424,0,0.0,32,1.0,43,0.9333333333333333,0.5,28.0,0.975,1.0,0.9583333333333334
427,0,2737981281,8,273798,Absent,23,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,25.0,7,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,170,0.95625,0.0,427,0,0.0,18,0.16279069767441862,49,0.4309593023255814,0.65625,0.0,0.8,0.16279069767441862,0.65625
428,0,2737981281,9,273798,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,170,0.8,7.0,428,0,20.0,32,0.16279069767441862,64,0.4309593023255814,0.5,25.0,0.95625,0.20512820512820512,0.4309593023255814
430,0,2737981281,1,812811,Absent,17,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,27.0,5,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,27,0.96875,,430,0,15.0,16,,43,,0.59375,,,0.25,
431,0,2737981281,2,812811,Absent,58,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,15.0,17,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,42,0.89375,5.0,431,0,22.0,39,0.25,54,0.75,0.578125,27.0,0.96875,0.17391304347826086,
432,0,2737981281,3,812811,Absent,17,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,22.0,10,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,64,0.9375,17.0,432,0,28.0,15,0.17391304347826086,37,0.8260869565217391,0.421875,15.0,0.89375,0.041666666666666664,0.75
433,0,2737981281,4,812811,Absent,10,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,28.0,4,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,92,0.975,10.0,433,0,21.0,10,0.041666666666666664,38,0.9583333333333334,0.53125,22.0,0.9375,0.06666666666666667,0.8260869565217391
434,0,2737981281,5,812811,Absent,27,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,21.0,11,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,113,0.93125,4.0,434,0,0.0,22,0.06666666666666667,43,0.9333333333333333,0.5,28.0,0.975,0.34375,0.9583333333333334
437,0,2737981281,8,812811,Absent,60,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,25.0,7,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,170,0.95625,0.0,437,0,0.0,38,0.59375,49,0.4309593023255814,0.65625,0.0,0.8,0.59375,0.65625
438,0,2737981281,9,812811,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,170,0.8,7.0,438,0,20.0,64,0.59375,64,0.4309593023255814,0.5,25.0,0.95625,0.625,0.4309593023255814
440,0,2775189909,1,277512,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22.0,10,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,22,0.9375,,440,0,25.0,32,,45,,0.546875,,,1.0,
443,0,2775189909,4,277512,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,15,1.0,0.0,443,0,15.0,32,1.0,32,1.0,0.5,25.0,0.95625,1.0,0.8125
444,0,2775189909,5,277512,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15.0,17,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,30,0.89375,0.0,444,0,32.0,32,1.0,49,1.0,0.5,32.0,1.0,1.0,1.0
445,0,2775189909,6,277512,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,62,1.0,17.0,445,0,0.0,32,1.0,32,1.0,0.5,15.0,0.89375,1.0,1.0
448,0,2775189909,9,277512,Absent,42,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,91,0.8,3.0,448,0,0.0,32,0.20754716981132076,64,0.7924528301886793,0.5,0.0,0.8,0.20754716981132076,1.0
450,0,2775189909,1,899099,Absent,30,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,22.0,10,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,22,0.9375,,450,0,25.0,23,,45,,0.546875,,,0.1875,
453,0,2775189909,4,899099,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,15,1.0,0.0,453,0,15.0,0,0.0,32,1.0,0.5,25.0,0.95625,0.0,0.8125
454,0,2775189909,5,899099,Absent,43,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,15.0,17,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,30,0.89375,0.0,454,0,32.0,34,0.0,49,1.0,0.5,32.0,1.0,0.0,1.0
455,0,2775189909,6,899099,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,62,1.0,17.0,455,0,0.0,0,0.0,32,1.0,0.5,15.0,0.89375,0.0,1.0
458,0,2775189909,9,899099,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,91,0.8,3.0,458,0,0.0,64,1.0,64,0.7924528301886793,0.5,0.0,0.8,1.0,1.0
461,0,2934463908,2,293447,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0,2,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,61,0.9875,1.0,461,0,0.0,32,,35,,0.515625,,,1.0,
462,0,2934463908,3,293447,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,61,0.8,2.0,462,0,30.0,32,1.0,64,0.921875,0.5,30.0,0.9875,1.0,
471,0,2934463908,2,639085,Absent,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0,2,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,61,0.9875,1.0,471,0,0.0,5,,35,,0.515625,,,0.078125,
472,0,2934463908,3,639085,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,61,0.8,2.0,472,0,30.0,64,0.078125,64,0.921875,0.5,30.0,0.9875,0.03125,
485,0,3010397808,6,301031,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26.0,6,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,34,0.9625,0.0,485,0,16.0,32,1.0,42,0.8205128205128205,0.5625,18.0,0.9125,1.0,0.6862745098039216
488,0,3010397808,9,301031,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13.0,19,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,95,0.88125,0.0,488,0,15.0,32,1.0,53,0.607843137254902,0.53125,16.0,0.9,1.0,0.9069767441860466
495,0,3010397808,6,978081,Absent,17,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,26.0,6,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,34,0.9625,0.0,495,0,16.0,16,0.1794871794871795,42,0.8205128205128205,0.5625,18.0,0.9125,0.09302325581395349,0.6862745098039216
498,0,3010397808,9,978081,Absent,58,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,13.0,19,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,95,0.88125,0.0,498,0,15.0,40,0.39215686274509803,53,0.607843137254902,0.53125,16.0,0.9,0.37254901960784315,0.9069767441860466
504,0,3011043964,5,30110,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,117,0.8,0.0,504,0,25.0,32,1.0,64,0.59375,0.5,21.0,0.93125,1.0,
505,0,3011043964,6,30110,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25.0,7,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,142,0.95625,32.0,505,0,0.0,32,1.0,39,0.78125,0.5,0.0,0.8,1.0,0.59375
514,0,3011043964,5,439646,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,117,0.8,0.0,514,0,25.0,64,0.40625,64,0.59375,0.5,21.0,0.93125,0.21875,
515,0,3011043964,6,439646,Absent,16,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,25.0,7,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,142,0.95625,32.0,515,0,0.0,14,0.21875,39,0.78125,0.5,0.0,0.8,0.21875,0.59375
