level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,indice,Cambio,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1
3,0,347095622,4,3470,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,96,0.9,0.0,3,0,23.0,32,1.0,48,0.7173913043478262,0.5,16.0,0.9,1.0,
4,0,347095622,5,3470,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,119,0.94375,16.0,4,0,16.0,32,1.0,41,0.8372093023255813,0.5,16.0,0.9,1.0,0.7173913043478262
5,0,347095622,6,3470,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,135,0.9,9.0,5,0,18.0,32,1.0,48,0.8372093023255813,0.5,23.0,0.94375,1.0,0.8372093023255813
6,0,347095622,7,3470,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,153,0.9125,16.0,6,0,16.0,32,1.0,38,0.631578947368421,0.375,16.0,0.9,1.0,0.8372093023255813
7,0,347095622,8,3470,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,169,0.9,14.0,7,0,17.0,32,1.0,48,0.631578947368421,0.5,18.0,0.9125,1.0,0.631578947368421
8,0,347095622,9,3470,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17.0,15,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,186,0.90625,16.0,8,0,18.0,32,1.0,47,0.6521739130434783,0.5,16.0,0.9,0.4146341463414634,0.631578947368421
13,0,347095622,4,956224,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,96,0.9,0.0,13,0,23.0,32,0.2826086956521739,48,0.7173913043478262,0.5,16.0,0.9,0.16279069767441862,
14,0,347095622,5,956224,Absent,21,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,119,0.94375,16.0,14,0,16.0,18,0.16279069767441862,41,0.8372093023255813,0.5,16.0,0.9,0.16279069767441862,0.7173913043478262
15,0,347095622,6,956224,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,135,0.9,9.0,15,0,18.0,32,0.16279069767441862,48,0.8372093023255813,0.5,23.0,0.94375,0.3684210526315789,0.8372093023255813
16,0,347095622,7,956224,Absent,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,153,0.9125,16.0,16,0,16.0,20,0.3684210526315789,38,0.631578947368421,0.375,16.0,0.9,0.3684210526315789,0.8372093023255813
17,0,347095622,8,956224,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,169,0.9,14.0,17,0,17.0,32,0.3684210526315789,48,0.631578947368421,0.5,18.0,0.9125,0.34782608695652173,0.631578947368421
18,0,347095622,9,956224,Absent,40,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,17.0,15,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,186,0.90625,16.0,18,0,18.0,30,0.34782608695652173,47,0.6521739130434783,0.5,16.0,0.9,0.34782608695652173,0.631578947368421
24,0,1009766142,5,100974,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,115,0.9125,13.0,24,0,32.0,28,0.30434782608695654,46,0.11515863689776734,0.5,27.0,0.96875,0.30434782608695654,
25,0,1009766142,6,100974,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,147,1.0,14.0,25,0,18.0,32,0.30434782608695654,32,0.30434782608695654,0.5,18.0,0.9125,0.30434782608695654,0.11515863689776734
34,0,1009766142,5,661425,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,115,0.9125,13.0,34,0,32.0,32,0.1891891891891892,46,0.11515863689776734,0.5,27.0,0.96875,0.0,
35,0,1009766142,6,661425,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,147,1.0,14.0,35,0,18.0,0,0.0,32,0.30434782608695654,0.5,18.0,0.9125,0.0,0.11515863689776734
64,0,1215640699,5,121563,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,28,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,9,0.825,11.0,64,0,10.0,64,0.5,64,0.28378378378378377,0.5625,24.0,0.95,0.5,
65,0,1215640699,6,121563,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10.0,22,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,19,0.8625,28.0,65,0,4.0,32,0.5,44,0.2346938775510204,0.34375,4.0,0.825,0.5,0.28378378378378377
66,0,1215640699,7,121563,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,28,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,23,0.825,22.0,66,0,32.0,64,0.5,64,0.2346938775510204,0.5625,10.0,0.8625,0.5,0.2346938775510204
67,0,1215640699,8,121563,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,55,1.0,28.0,67,0,4.0,32,0.5,32,0.5,0.5,4.0,0.825,0.5,0.2346938775510204
74,0,1215640699,5,406998,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4.0,28,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,9,0.825,11.0,74,0,10.0,28,0.21621621621621623,64,0.28378378378378377,0.5625,24.0,0.95,0.2653061224489796,
75,0,1215640699,6,406998,Absent,46,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,10.0,22,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,19,0.8625,28.0,75,0,4.0,34,0.2653061224489796,44,0.2346938775510204,0.34375,4.0,0.825,0.2653061224489796,0.28378378378378377
76,0,1215640699,7,406998,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4.0,28,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,23,0.825,22.0,76,0,32.0,28,0.2653061224489796,64,0.2346938775510204,0.5625,10.0,0.8625,0.0,0.2346938775510204
77,0,1215640699,8,406998,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,55,1.0,28.0,77,0,4.0,0,0.0,32,0.5,0.5,4.0,0.825,0.0,0.2346938775510204
80,0,1282283073,1,128223,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26.0,6,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,26,0.9625,,80,0,18.0,32,,47,,0.640625,,,1.0,
83,0,1282283073,4,128223,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27.0,5,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,2,0.96875,5.0,83,0,18.0,32,1.0,41,0.8333333333333334,0.5625,18.0,0.9125,1.0,0.7105263157894737
84,0,1282283073,5,128223,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,20,0.9125,5.0,84,0,24.0,32,1.0,46,0.8333333333333334,0.5,27.0,0.96875,1.0,0.8333333333333334
88,0,1282283073,9,128223,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,121,0.9125,5.0,88,0,10.0,32,1.0,46,0.71875,0.5,24.0,0.95,1.0,0.71875
90,0,1282283073,1,830735,Absent,26,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,26.0,6,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,26,0.9625,,90,0,18.0,21,,47,,0.640625,,,0.2894736842105263,
93,0,1282283073,4,830735,Absent,14,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,27.0,5,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,2,0.96875,5.0,93,0,18.0,14,0.16666666666666666,41,0.8333333333333334,0.5625,18.0,0.9125,0.16666666666666666,0.7105263157894737
94,0,1282283073,5,830735,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,20,0.9125,5.0,94,0,24.0,28,0.16666666666666666,46,0.8333333333333334,0.5,27.0,0.96875,0.28125,0.8333333333333334
98,0,1282283073,9,830735,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,121,0.9125,5.0,98,0,10.0,28,0.28125,46,0.71875,0.5,24.0,0.95,0.3137254901960784,0.71875
101,0,1502259894,2,150222,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.0,4,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,59,0.975,1.0,101,0,16.0,32,,35,,0.484375,,,1.0,
102,0,1502259894,3,150222,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,75,0.9,4.0,102,0,15.0,32,1.0,48,0.9459459459459459,0.5,28.0,0.975,1.0,
105,0,1502259894,6,150222,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,125,0.9,13.0,105,0,28.0,32,1.0,48,0.6346153846153846,0.5,15.0,0.89375,1.0,0.6346153846153846
106,0,1502259894,7,150222,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.0,4,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,153,0.975,16.0,106,0,16.0,32,1.0,34,0.8484848484848485,0.46875,16.0,0.9,1.0,0.6346153846153846
107,0,1502259894,8,150222,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,169,0.9,4.0,107,0,16.0,32,1.0,48,0.8484848484848485,0.5,28.0,0.975,1.0,0.8484848484848485
111,0,1502259894,2,598945,Absent,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28.0,4,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,59,0.975,1.0,111,0,16.0,7,,35,,0.484375,,,0.05405405405405406,
112,0,1502259894,3,598945,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,75,0.9,4.0,112,0,15.0,32,0.05405405405405406,48,0.9459459459459459,0.5,28.0,0.975,0.36538461538461536,
115,0,1502259894,6,598945,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,125,0.9,13.0,115,0,28.0,32,0.36538461538461536,48,0.6346153846153846,0.5,15.0,0.89375,0.15151515151515152,0.6346153846153846
116,0,1502259894,7,598945,Absent,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,28.0,4,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,153,0.975,16.0,116,0,16.0,6,0.15151515151515152,34,0.8484848484848485,0.46875,16.0,0.9,0.15151515151515152,0.6346153846153846
117,0,1502259894,8,598945,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,169,0.9,4.0,117,0,16.0,32,0.15151515151515152,48,0.8484848484848485,0.5,28.0,0.975,0.32075471698113206,0.8484848484848485
125,0,1616478522,6,161649,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-111,0.8,18.0,125,0,25.0,32,1.0,32,0.6818181818181819,0.0,18.0,0.9125,1.0,
128,0,1616478522,9,161649,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-60,0.8,6.0,128,0,26.0,32,1.0,32,0.8292682926829268,0.0,25.0,0.95625,1.0,0.8292682926829268
135,0,1616478522,6,785227,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-111,0.8,18.0,135,0,25.0,32,0.3181818181818182,32,0.6818181818181819,0.0,18.0,0.9125,0.17073170731707318,
138,0,1616478522,9,785227,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-60,0.8,6.0,138,0,26.0,32,0.17073170731707318,32,0.8292682926829268,0.0,25.0,0.95625,0.16666666666666666,0.8292682926829268
141,0,1625990074,2,162599,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-32,1.0,0.0,141,0,32.0,32,,37,,0.578125,,,1.0,
142,0,1625990074,3,162599,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,0,1.0,0.0,142,0,13.0,32,1.0,64,0.84375,1.0,32.0,1.0,1.0,
145,0,1625990074,6,162599,Absent,29,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-37,0.94375,9.0,145,0,10.0,26,0.3181818181818182,35,0.18997668997668998,0.40625,13.0,0.88125,0.3181818181818182,0.8627450980392157
146,0,1625990074,7,162599,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10.0,22,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-27,0.8625,9.0,146,0,18.0,32,0.3181818181818182,52,0.06818181818181818,0.46875,23.0,0.94375,0.5,0.18997668997668998
151,0,1625990074,2,900747,Absent,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-32,1.0,0.0,151,0,32.0,5,,37,,0.578125,,,0.15625,
152,0,1625990074,3,900747,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,0,1.0,0.0,152,0,13.0,32,0.15625,64,0.84375,1.0,32.0,1.0,0.13725490196078433,
155,0,1625990074,6,900747,Absent,22,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-37,0.94375,9.0,155,0,10.0,18,0.1282051282051282,35,0.18997668997668998,0.40625,13.0,0.88125,0.25,0.8627450980392157
156,0,1625990074,7,900747,Absent,55,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,10.0,22,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-27,0.8625,9.0,156,0,18.0,42,0.25,52,0.06818181818181818,0.46875,23.0,0.94375,0.14285714285714285,0.18997668997668998
168,0,1786927360,9,178697,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27.0,5,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-44,0.96875,5.0,168,0,16.0,32,1.0,39,0.8421052631578947,0.53125,16.0,0.9,1.0,0.8108108108108107
