index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Similarity,Score_LAG1,Consistency_LEAD1,Joint_LAG1,Dif_consist_LAG1,RegionGo,Similarity_LAG1
0,12477554,30,124776,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.0,3,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,193,13.0,64,0.5,64,0.4393939393939394,0.953125,ALL,1.0,16.0,0.5,16.0,0.6666666666666667,LEFT,1.0
0,12477554,31,124776,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,13.0,19,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,206,-25.0,32,0.5,48,0.41428571428571426,0.453125,LEFT,1.0,29.0,0.43548387096774194,3.0,0.4393939393939394,RS,1.0
0,12477554,32,124776,Absent,57,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,-25.0,57,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,181,32.0,57,0.43548387096774194,64,0.11139112903225806,0.109375,RS,0.890625,13.0,0.48333333333333334,19.0,0.41428571428571426,TOP,1.0
0,12477554,38,124776,Absent,38,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,17.0,15,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,246,20.0,38,0.2962962962962963,50,0.044612794612794604,0.546875,RS,0.59375,32.0,0.32608695652173914,0.0,0.0,RS,0.890625
0,12477554,39,124776,Absent,23,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,20.0,12,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,266,12.0,23,0.32608695652173914,47,0.014338575393154473,0.546875,RS,0.359375,17.0,0.30952380952380953,15.0,0.044612794612794604,RIGHT,0.59375
0,12477554,40,124776,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,12.0,20,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,278,2.0,32,0.30952380952380953,48,0.1598639455782313,0.4375,RIGHT,0.8823529411764706,20.0,0.8823529411764706,12.0,0.014338575393154473,RIGHT,0.359375
0,12477554,41,124776,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,2.0,30,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,280,-28.0,32,0.8823529411764706,64,0.326797385620915,0.53125,RIGHT,1.0,12.0,0.49206349206349204,20.0,0.1598639455782313,RS,0.8823529411764706
0,12477554,45,124776,Absent,16,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,29.0,3,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,321,32.0,16,0.25806451612903225,36,0.09114183307731694,0.515625,RS,0.25,-28.0,0.0,60.0,0.44543650793650796,NOTHING,1.0
0,59193269,3,269,Absent,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7.0,25,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,67,-19.0,61,0.20967741935483872,63,0.012544802867383492,0.59375,RS,0.953125,29.0,0.875,3.0,,RS,
0,59193269,10,269,Absent,11,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,4,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,201,5.0,11,0.171875,42,0.153125,0.59375,RS,0.22857142857142856,14.0,0.1896551724137931,18.0,0.6804956896551724,RS,0.953125
0,59193269,11,269,Absent,58,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5.0,27,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,206,24.0,58,0.1896551724137931,63,0.17769176636171713,0.5625,RS,0.90625,28.0,0.6129032258064516,4.0,0.153125,RS,0.22857142857142856
